StartDeltaMS	LastScanDeltaMS	Left Output Current	Right Output Current	Pose X	Pose Y	Pose Angle	Right Actual Velocity [in/s]	Left Actual Velocity [in/s]	kalman X	kalman Y	kalman Theta	kalman Vr	kalman Vl	Cov(X,X)	Cov(X,Y)	Cov(X,Theta)	Cov(X,Vr)	Cov(X,Vl)	Cov(Y,X)	Cov(Y,Y)	Cov(Y,Theta)	Cov(Y,Vr)	Cov(Y,Vl)	Cov(Theta,X)	Cov(Theta,Y)	Cov(Theta,Theta)	Cov(Theta,Vr)	Cov(Theta,Vl)	Cov(Vr,X)	Cov(Vr,Y)	Cov(Vr,Theta)	Cov(Vr,Vr)	Cov(Vr,Vl)	Cov(Vl,X)	Cov(Vl,Y)	Cov(Vl,Theta)	Cov(Vl,Vr)	Cov(Vl,Vl)	Elevator: Target Position [in]	Elevator: Postion [in]	Elevator: Velocity [in/sec]	Elevator: AccelNu [in/sec^2]	Elevator: At Target Position?	Elevator: Scale Height Bump Amount:	State: Elevator	Infeed: Left Target Arm Position	Infeed: Right Target Arm Position	Infeed: L Position	Infeed: R Position:	Infeed: L/R Arms Homed?	State: Infeed	Carriage: LimitSwitch	Carriage: VBus Cmd	State: Carriage	Climber: Current	
0	0	0.0	0.38	20.0	46.0	0.0	0.0	0.19	20	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	4.181818181818182	false / false	N/A for 2019	false	0.5	STOPPED	0.0	
97	96	1.88	3.25	20.2767410882784	46.0	0.0	3.71	2.5	20.277	46.0	0.0	-7.676	6.781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	4.181818181818182	false / false	N/A for 2019	false	0.5	STOPPED	0.0	
133	36	3.5	6.12	20.559560859568283	45.99990127727422	-0.03999999910593034	5.89	6.53	20.561	46.0	0.505	-4.649	4.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	4.181818181818182	true / false	N/A for 2019	false	0.5	STOPPED	0.0	
166	32	8.75	11.12	20.856137585241587	45.99961658396921	-0.07000000029802321	9.66	10.75	20.859	46.0	0.361	-7.852	6.307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	3.909090909090909	true / false	N/A for 2019	false	0.5	STOPPED	0.0	
253	86	15.0	19.62	21.388823060945217	45.99854741427443	-0.1599999964237213	22.91	20.8	21.399	45.999	0.39	-13.892	11.998	-0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	2.1818181818181817	true / false	N/A for 2019	false	0.5	STOPPED	0.0	
325	71	8.75	9.25	23.78316957805241	45.988100040433956	-0.34000000357627874	34.49	33.27	23.823	45.988	0.902	-29.577	28.804	-0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	-0.2727272727272727	true / false	N/A for 2019	false	0.5	STOPPED	0.0	
377	51	14.62	14.25	25.721922719562226	45.97659511252972	-0.34000000357627874	40.31	39.35	25.783	45.977	1.912	-33.068	32.599	-0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
440	62	17.25	20.12	27.681788924636727	45.96462282194395	-0.36000001430511486	45.24	44.98	27.771	45.965	2.244	-36.815	37.324	-0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
511	70	11.38	13.88	31.316090727901585	45.93480980304594	-0.5799999833106996	60.28	68.72	31.397	45.935	2.939	-51.889	49.913	-0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
544	32	12.38	12.62	34.09069467409391	45.90454236857981	-0.6700000166893005	65.59	61.75	34.21	45.904	3.637	-56.925	55.28	-0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
578	33	14.5	14.5	36.215172029316285	45.87617515189254	-0.8600000143051147	69.49	70.51	36.421	45.876	3.367	-54.174	54.404	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
636	58	19.88	15.12	37.94515960833743	45.84960236077465	-0.8999999761581421	72.5	67.95	38.084	45.85	3.404	-57.274	55.542	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
702	65	24.38	17.62	42.56628672114325	45.77458766316242	-0.959999978542328	76.34	73.33	42.805	45.774	4.266	-65.396	63.41	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
746	43	20.88	18.38	46.81113599962265	45.7004935456047	-1.0399999618530276	77.36	89.9	47.053	45.7	4.978	-67.623	73.9	-0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
775	28	19.5	19.0	49.558829815012345	45.64701551525882	-1.190000057220459	87.79	82.99	49.77	45.647	4.533	-68.67	68.25	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
819	43	21.12	18.0	51.72013549747745	45.601742613265735	-1.2100000381469727	96.49	92.2	51.942	45.602	4.165	-71.33	69.673	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
846	26	20.5	20.88	55.01413557762054	45.53590648330426	-1.0800000429153445	92.33	94.57	55.277	45.536	4.793	-78.106	79.379	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
876	30	19.5	22.5	57.73886630314421	45.48644330659775	-1.0	97.71	99.37	58.007	45.486	4.976	-76.622	80.482	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
920	44	17.62	24.88	59.97552233896719	45.449354746782966	-0.8999999761581424	103.34	99.63	60.199	45.449	4.853	-77.761	76.174	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
956	36	16.5	24.88	63.939026530134804	45.38951279036063	-0.8299999833106996	105.19	104.94	64.211	45.389	5.654	-87.218	87.026	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
980	23	16.25	25.0	67.21703695486156	45.34288180445197	-0.8000000119209288	110.57	107.82	67.482	45.343	6.084	-89.957	89.239	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1003	23	15.88	25.12	69.42402377248524	45.31148655005735	-0.8299999833106996	108.71	108.46	69.726	45.311	5.668	-84.406	84.362	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1038	35	15.38	24.25	72.78101072258204	45.261094957889185	-0.8899999856948851	112.1	109.29	73.106	45.261	5.899	-89.554	87.326	-0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1072	34	14.88	22.62	75.59604432177572	45.21564427547423	-0.9599999785423281	117.73	113.19	75.982	45.215	5.727	-88.353	85.519	-0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1093	20	14.88	22.38	79.31340054426839	45.150433083631874	-1.049999952316284	116.33	113.51	79.72	45.15	6.19	-95.339	93.188	-0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1119	25	14.75	21.75	81.51924776080536	45.10827122166614	-1.1399999856948853	119.72	116.9	82.14	45.107	5.401	-87.507	83.388	-0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1141	22	14.38	19.12	83.68058449016182	45.06450721031979	-1.179999947547912	131.43	119.14	84.186	45.063	5.221	-96.106	92.452	-0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1163	21	14.5	16.5	86.05907624839429	45.014684910871026	-1.2200000286102295	121.77	117.54	86.836	45.013	5.374	-94.077	88.98	-0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1201	38	14.62	10.75	89.09929336470917	44.94781626526181	-1.2999999523162842	122.85	121.51	89.905	44.945	5.71	-94.106	93.497	-0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1223	21	14.38	10.62	92.3793951175548	44.875385048813065	-1.230000019073486	116.07	123.56	93.073	44.874	6.18	-92.716	97.822	-0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1247	24	14.75	7.5	95.44594750873541	44.81302398052125	-1.100000023841858	116.97	125.09	96.351	44.815	5.901	-89.145	94.814	-0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1287	40	14.25	5.75	97.65923716540954	44.775550084256174	-0.8399999737739562	114.47	131.75	98.145	44.777	5.729	-86.696	95.404	-0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1327	40	8.25	5.75	102.49477087724195	44.729974904598485	-0.239999994635582	106.6	133.92	102.739	44.73	7.444	-79.068	110.299	-0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1356	29	5.12	6.12	106.60876574451888	44.72710279396229	0.15999999642372137	120.17	129.96	106.337	44.684	7.922	-98.717	108.628	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1381	25	3.75	6.88	108.9375008048342	44.741531632214794	0.5500000119209288	100.52	119.65	108.629	44.722	8.172	-78.399	93.617	0.004	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1406	24	1.25	1.62	111.83071467249562	44.77915335314438	0.939999997615814	97.84	113.26	111.316	44.748	7.764	-75.376	87.63	0.005	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1448	42	0.0	0.0	114.71205804030416	44.837748029840895	1.389999985694885	94.06	102.89	114.079	44.809	7.722	-73.904	85.639	0.007	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.0	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1484	35	0.0	0.0	118.73420151795848	44.95220433319469	1.8700000047683718	90.35	97.45	117.961	44.915	8.633	-76.126	81.093	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.18181818181818182	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1508	24	0.0	0.0	121.33186940940747	45.04813747720706	2.3599998950958248	87.02	100.01	120.614	45.027	8.549	-69.593	80.289	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.18181818181818182	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1524	16	0.0	0.0	123.50586118946235	45.145527146226364	2.7699999809265132	86.0	90.54	122.76	45.11	8.333	-65.676	71.435	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.36363636363636365	0.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1566	42	1.75	1.12	125.58630545693457	45.250189843311325	2.990000009536743	77.74	82.48	124.724	45.224	7.936	-61.166	62.521	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	0.7272727272727273	0.2727272727272727	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1597	31	2.25	2.38	128.3478664332213	45.4033763740887	3.3599998950958256	75.89	70.07	127.623	45.392	8.767	-63.986	60.968	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.2727272727272727	0.36363636363636365	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1625	27	5.0	2.0	130.30820248191134	45.51898344041985	3.390000104904175	60.79	71.22	129.642	45.519	8.413	-48.702	55.301	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.6363636363636365	0.6363636363636364	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1647	21	5.5	3.38	131.59102594743456	45.596545393883574	3.5299999713897705	64.75	61.36	131.04	45.577	7.725	-48.819	50.759	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	2.090909090909091	0.8181818181818182	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1696	48	7.25	4.25	132.62379401424636	45.659078976884366	3.4000000953674316	52.85	53.68	132.168	45.649	7.38	-40.721	43.098	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	3.4545454545454546	1.6363636363636365	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1725	28	3.75	4.0	134.925478926133	45.790382653817524	3.1300001144409184	45.81	44.21	134.399	45.779	7.278	-39.124	33.653	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	3.909090909090909	2.3636363636363638	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1753	27	2.75	6.12	136.12900424495064	45.853562061842986	2.8800001144409184	48.5	41.27	135.664	45.858	6.275	-38.312	34.472	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	4.818181818181818	2.727272727272727	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1776	23	2.88	5.12	136.77893233266119	45.886087973506896	2.8499999046325684	36.02	36.02	136.452	45.89	5.836	-31.893	28.416	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	5.2727272727272725	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1821	45	2.62	4.0	137.5324749996524	45.92201958356709	2.609999895095825	22.91	22.59	137.209	45.924	5.248	-23.315	27.242	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	6.181818181818182	4.454545454545454	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1861	40	2.62	3.38	138.4507395650369	45.96267390005698	2.4600000381469735	26.36	23.04	138.217	45.957	4.998	-16.372	21.767	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	6.818181818181818	4.7272727272727275	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1906	44	1.62	2.25	139.33682547744743	45.99950206201583	2.299999952316284	17.21	15.61	139.13	45.991	4.363	-12.055	15.37	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	7.454545454545454	5.454545454545454	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1961	55	1.12	1.62	139.79460524856478	46.01772834588535	2.2599999904632564	10.17	9.09	139.675	46.013	3.8	-7.959	10.2	0.013	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.0	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
1983	22	1.25	1.0	140.08647786943885	46.02919605239211	2.240000009536743	3.65	6.59	140.003	46.027	3.301	-6.705	6.381	0.013	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.272727272727273	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2010	27	0.75	1.38	140.2488801869472	46.03552008104107	2.2200000286102295	5.12	4.93	140.179	46.035	2.954	-4.063	3.908	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.272727272727273	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
